,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X,Grid_Y
4,85665.79152852156,5681.673465368515,3656.766503992549,9446.736127387467,13103.502631380019,14204.492409069298,96820.36818881964,109923.87082019963,One-Way Spanning RC,237449319.4106,508032.0,949891388.6981187,193.8510043160546,Education,127.65000000000002,23,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
5,100262.05597970253,5979.909994093336,3999.9586062842973,10333.273103004505,14333.2317092888,13099.729895091768,111378.69124976493,125711.92295905369,Precast Hollowcore with In-situ RC Beams,243865456.7887,508032.0,1030611568.1915956,222.5957212287528,Education,119.02500000000002,23,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
6,116542.6089813837,10214.888666904304,3304.205097502184,8537.769561595287,11841.974659097476,-8836.71443763056,130446.56227948982,142288.53693858723,Non-Composite Rolled Steel with PCC Planks,370147503.497,508032.0,880273556.1142461,261.868533486018,Education,128.0985,23,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
7,93465.94975029449,8645.328456201443,2313.264517322245,5978.026429986157,8291.290947308404,-14418.55009805507,105504.18447823514,113795.47542554353,Composite Rolled Steel with Metal Decking,321932365.3075,508032.0,670969352.9770579,212.1081172748713,Education,122.9235,23,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
8,103185.30760301214,9924.543302062206,2373.716995207648,6134.574677759613,8508.291672967263,-17276.665070656247,116665.23658369898,125173.52825666618,Composite Cell Beams with Metal Decking,373761849.6364,508032.0,682996176.3414242,234.79144922200493,Education,123.09825635657909,23,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
9,79965.78900000615,13095.46638227325,1644.0869924300132,57447.16625070208,59091.25324313207,-27029.18194371789,96066.43211368317,102252.78994397123,Steel Frame with CLT Slabs,332895643.6146,508032.0,530210082.0935279,193.6820940786907,Education,127.19000000000001,23,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
10,68606.35768835762,13481.712869962295,1736.062848136169,97354.80278667017,99090.86563480637,-30332.019031362965,85444.28501301861,92177.63408462497,"CLT, Glulam and Steel Column Hybrid",364468588.2433,508032.0,549033344.3874172,173.20870561445327,Education,135.70000000000002,23,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,86016.0,0.0,,Healthcare,0.0,31,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,86016.0,0.0,,Healthcare,0.0,31,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7,7
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,86016.0,0.0,,Healthcare,0.0,31,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,86016.0,0.0,,Healthcare,0.0,31,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,86016.0,0.0,,Healthcare,0.0,31,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7,7
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,86016.0,0.0,,Healthcare,0.0,31,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7,7
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,86016.0,,,Healthcare,,31,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7,7
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,86016.0,,,Healthcare,,31,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7,7
8,,,,,,,,,Composite Cell Beams with Metal Decking,,86016.0,,,Healthcare,,31,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7,7
9,223.70854121616,15.494963893760001,0.48736503622092003,1.258965816368,1.7463308525889198,0.0,251.97384641593302,253.72017726852192,Steel Frame with CLT Slabs,3426770.8611,86016.0,96843.524336,,Healthcare,0.0,31,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7,7
10,38.12126326008,2.64043381888,0.08304989495946001,0.21453524778400002,0.29758514274346,0.0,42.937839036710294,43.235424179453744,"CLT, Glulam and Steel Column Hybrid",,86016.0,16502.711368,,Healthcare,0.0,31,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,588000.0,0.0,,Residential,0.0,29,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,588000.0,0.0,,Residential,0.0,29,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
2,114674.37265723197,5964.386770664604,3928.4015074008526,10148.38589411092,14076.787401511774,15107.258856340364,127717.74241310019,141794.529814612,RC Rib Slab,266549460.2558,588000.0,996575609.1447358,220.38025278042684,Residential,149.35000000000002,29,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
3,153367.19344488508,7591.89140480222,4327.49246221754,11179.321296518658,15506.813758736198,31257.085868509228,170250.8307722785,185757.64453101475,Two-way RC Slab,309524479.7388,588000.0,1075898553.507787,293.2270444395413,Residential,153.7,29,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,588000.0,0.0,,Residential,0.0,29,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,588000.0,0.0,,Residential,0.0,29,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
6,156368.15996790302,12260.10530121196,3935.96141409158,10170.15305515284,14106.114469244427,-11889.72310241952,173752.4707032107,187858.58517245515,Non-Composite Rolled Steel with PCC Planks,435460481.2551,588000.0,997235227.248878,300.6814525033957,Residential,153.5405,29,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
7,130874.18823713837,11216.206198258355,2629.8603315954615,6796.608268206088,9426.468599801547,-21131.185090093128,146742.54979115003,156169.0183909516,Composite Rolled Steel with Metal Decking,407904709.4514,588000.0,715183816.9615128,254.4181679546088,Residential,147.2504,29,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
8,131488.49994652835,11209.767096804795,2643.6577784485366,6832.235613311174,9475.893391759708,-20674.1122926653,147401.24252253282,156877.1359142926,Composite Cell Beams with Metal Decking,421413478.3706,588000.0,718047178.2998717,255.69921236586174,Residential,148.21604497133885,29,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
9,102835.80704699342,15198.278379103567,1856.3891602604072,64763.51413968503,66619.90329994546,-32599.790114184732,121880.39095305982,128865.14644464648,Steel Frame with CLT Slabs,389763757.2648,588000.0,555106812.2897409,211.91962118012472,Residential,151.2988,29,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
10,88211.38614026096,15125.134757011223,2053.7226448442507,112863.68737534415,114917.4100201884,-34453.09888422929,107775.91045300114,115728.37455318953,"CLT, Glulam and Steel Column Hybrid",336554140.405,588000.0,595429733.4964795,187.2989616255721,Residential,163.995,29,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
0,6509.923074805543,467.74639526751304,373.35167181534933,964.5640656145148,1337.9157374298638,1247.8417433688076,7417.096917320231,8755.012654750091,RC Flat Slab,22048894.1057,50820.0,78798418.38530846,148.98542259071343,Office,55.605000000000004,11,C32/40 - 75% GGBS,No,No,PC Cladding,6,6
1,5000.6677052006235,371.9384633806928,300.83921002651323,777.2492115151865,1078.0884215416997,885.3331518473901,5713.218964352058,6791.307385893755,PT RC Flat Slab,23254569.6696,50820.0,64302591.711471654,115.62378890278458,Office,54.61500000000001,11,C32/40 - 75% GGBS,No,No,PC Cladding,6,6
2,4189.643328427018,307.42434659366336,234.56156397213132,606.0401904109708,840.6017543831023,836.6749993519162,4778.657708844036,5619.259463227137,RC Rib Slab,20350313.2828,50820.0,51247569.76344095,96.83411849319049,Office,59.125,11,C32/40 - 75% GGBS,No,No,PC Cladding,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,50820.0,0.0,,Office,0.0,11,C32/40 - 75% GGBS,No,No,PC Cladding,6,6
4,4419.927720438698,321.0455203049325,243.1459728561128,628.2155139066011,871.3614867627139,905.2553731337009,5037.102807148441,5908.464293911153,One-Way Spanning RC,19669460.3142,50820.0,53016179.78063011,101.82583686241134,Office,61.05000000000001,11,C32/40 - 75% GGBS,No,No,PC Cladding,6,6
5,6453.026752121018,361.80503283611534,289.1467924508509,747.0452515581849,1036.1920440090355,889.2299135344973,7105.716153270826,8141.908197279862,Precast Hollowcore with In-situ RC Beams,20809528.7618,50820.0,62051240.75735743,142.6875807674848,Office,55.825,11,C32/40 - 75% GGBS,No,No,PC Cladding,6,6
6,7994.119025517826,628.1864057380952,254.8110686217078,658.4567073862304,913.2677760079383,-513.298965135656,8837.578117208712,9750.84589321665,Non-Composite Rolled Steel with PCC Planks,28720187.8197,50820.0,55253994.24024873,177.85555749599297,Office,60.3988,11,C32/40 - 75% GGBS,No,No,PC Cladding,6,6
7,6128.996426010122,540.4669048239806,160.36583651926546,414.5126848517943,574.8785213710598,-1271.9110916139955,6864.656726680856,7439.535248051915,Composite Rolled Steel with Metal Decking,25492681.3474,50820.0,35685839.766298935,138.5892462832101,Office,57.897400000000005,11,C32/40 - 75% GGBS,No,No,PC Cladding,6,6
8,6978.599753701645,656.0911106648199,162.97888393399433,421.29883129020106,584.2777152241954,-1541.830606995042,7841.233998324243,8425.511713548438,Composite Cell Beams with Metal Decking,29888976.9357,50820.0,36204209.74638809,158.41119316949676,Office,56.532954137391854,11,C32/40 - 75% GGBS,No,No,PC Cladding,6,6
9,5351.791440467244,977.2422054903587,98.41901770000734,4953.114756622847,5051.533774322852,-2399.3134422630233,6507.765423029325,6886.553019982145,Steel Frame with CLT Slabs,27576770.0787,50820.0,23441446.88677261,131.85365630815733,Office,59.041399999999996,11,C32/40 - 75% GGBS,No,No,PC Cladding,6,6
10,4482.092525109466,1051.7364452225013,109.87001972362425,8872.148721541304,8982.018741264927,-2795.0558928624123,5750.458730220246,6191.605439485175,"CLT, Glulam and Steel Column Hybrid",31990306.5187,50820.0,25828382.983205568,117.5598362032852,Office,62.480000000000004,11,C32/40 - 75% GGBS,No,No,PC Cladding,6,6
0,28202.376437314542,2650.3274196779703,1313.2608948891348,3393.03756419585,4706.298459084985,3901.192495733559,32677.52673169269,37383.825190777665,RC Flat Slab,80564335.8118,166320.0,472905619.82875633,199.86458082236328,Residential,28.29,6,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,6,6
1,24018.71131849222,2442.6515594657103,1174.172613720845,3033.7434449335037,4207.9160586543485,2889.126826174179,28027.036745052872,32234.95280370722,PT RC Flat Slab,82500458.0311,166320.0,445245176.40396523,171.9849684419814,Residential,27.81,6,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,6,6
2,20158.101213089478,2219.3719342859636,976.9179952845697,2524.1935115660763,3501.111506850646,2524.431008033713,23689.893390931033,27191.004897781677,RC Rib Slab,74202450.0595,166320.0,403734656.4295712,145.55862518847658,Residential,30.900000000000002,6,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,166320.0,0.0,,Residential,0.0,6,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,6,6
4,20659.541992127553,2242.199408545711,986.3186957390081,2548.4774869078947,3534.796182646903,2705.789528041708,24243.73314947084,27778.52933211774,One-Way Spanning RC,70394800.1163,166320.0,405602654.53278804,148.72833543942423,Residential,30.900000000000002,6,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,6,6
5,26075.749319655373,2404.3209304723505,1135.791823235545,2934.5978361289535,4070.3896593644986,2851.1916845077653,29855.743024077605,33926.1326834421,Precast Hollowcore with In-situ RC Beams,77062601.937,166320.0,437645512.21222484,182.75120994249824,Residential,28.35,6,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,6,6
6,27530.382186111292,2831.323093741389,1033.8863765673784,2671.55239324288,3705.438769810259,80.04420773510023,31493.730997203293,35199.169767013555,Non-Composite Rolled Steel with PCC Planks,89982556.8087,166320.0,414957595.3870671,193.14339162376314,Residential,30.994799999999998,6,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,6,6
7,23782.68829107941,2665.132761976952,833.7328163344666,2154.581864521202,2988.3146808556685,-1650.4891294922338,27567.629618139254,30555.944298994917,Composite Rolled Steel with Metal Decking,83702224.4697,166320.0,374295916.04291534,169.27335972479008,Residential,29.592000000000002,6,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,6,6
8,25598.804028239487,2908.53840098381,841.8806465557616,2175.7043760557904,3017.5850226115517,-2195.952063894142,29654.156527022744,32671.741549634287,Composite Cell Beams with Metal Decking,93048751.1284,166320.0,375920724.6224991,182.2119876438277,Residential,29.30735680221374,6,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,6,6
9,20421.39491240596,3599.2561911157145,685.9114270751742,12756.497261337263,13442.408688412435,-4080.5200694418686,25044.682587531308,27563.788523650168,Steel Frame with CLT Slabs,90322910.676,166320.0,344969390.8156396,154.3827739433837,Residential,30.2016,6,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,6,6
10,18648.42996764155,3785.2153795633567,695.1881915097689,20919.534468939055,21614.72266044883,-5122.090765215177,23519.233195573204,26116.22721602204,"CLT, Glulam and Steel Column Hybrid",98395102.3075,166320.0,346841136.978376,145.5507390074886,Residential,31.650000000000002,6,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,25920.0,0.0,,Healthcare,0.0,8,C32/40 - 25% GGBS,No,Yes,Curtain Walling,6,6
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,25920.0,0.0,,Healthcare,0.0,8,C32/40 - 25% GGBS,No,Yes,Curtain Walling,6,6
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,25920.0,0.0,,Healthcare,0.0,8,C32/40 - 25% GGBS,No,Yes,Curtain Walling,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,25920.0,0.0,,Healthcare,0.0,8,C32/40 - 25% GGBS,No,Yes,Curtain Walling,6,6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,25920.0,0.0,,Healthcare,0.0,8,C32/40 - 25% GGBS,No,Yes,Curtain Walling,6,6
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,25920.0,0.0,,Healthcare,0.0,8,C32/40 - 25% GGBS,No,Yes,Curtain Walling,6,6
6,6418.970839199954,463.42851350152193,167.95120971150078,434.0232767899297,601.9744865014304,-466.459148312249,7090.861886278283,7692.836372779712,Non-Composite Rolled Steel with PCC Planks,18813944.2092,25920.0,36479712.32893602,278.6481286937638,Healthcare,48.8168,8,C32/40 - 25% GGBS,No,Yes,Curtain Walling,6,6
7,4932.134998637415,355.072551203023,116.79887698022746,301.8781248236797,418.67700180390716,-634.244833703591,5484.325686775797,5903.002688579706,Composite Rolled Steel with Metal Decking,15641122.5039,25920.0,26293375.256961476,215.8107077277315,Healthcare,46.4976,8,C32/40 - 25% GGBS,No,Yes,Curtain Walling,6,6
8,5833.031160684952,475.771512050962,121.90293137081606,315.0999371771746,437.0028685479908,-920.3661143570215,6519.75304955162,6956.75591809961,Composite Cell Beams with Metal Decking,20271647.2329,25920.0,27314924.595844768,257.0082785563928,Healthcare,47.777893903074386,8,C32/40 - 25% GGBS,No,Yes,Curtain Walling,6,6
9,5335.356452372678,705.6864460042677,94.87333329382366,2342.1953514996576,2437.0686847934817,-1538.9853393277938,6225.21546272464,6576.926349352981,Steel Frame with CLT Slabs,22090638.8088,25920.0,21647961.97139214,246.13618574021302,Healthcare,49.2008,8,C32/40 - 25% GGBS,No,Yes,Curtain Walling,6,6
10,3933.638875110987,651.3340147372395,100.29587343384455,5372.678964658755,5472.9748380926,-1571.6235444061313,4792.427174984838,5180.074269077437,"CLT, Glulam and Steel Column Hybrid",17928705.357,25920.0,22756853.23514778,189.73488088286194,Healthcare,54.08,8,C32/40 - 25% GGBS,No,Yes,Curtain Walling,6,6
0,14945.707074154698,1265.792115596549,674.9908632532818,1743.8890390988845,2418.879902352167,2217.6902886577914,17174.143360542726,19593.02326289489,RC Flat Slab,40006655.8803,76800.0,221897710.69991422,227.26809832948769,Healthcare,38.36,7,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,8,8
1,11690.435307034038,1095.1915319309358,546.4890655816948,1411.9420207718842,1958.4310863535786,1597.7268068212002,13542.47543900011,15500.906525353694,PT RC Flat Slab,41478674.6035,76800.0,195727480.63806307,180.11492397428117,Healthcare,37.485,7,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,8,8
2,11405.706750768646,1070.3152598779084,498.8219689384006,1288.807941017721,1787.629909956122,1844.4189111341384,13207.408073832526,14995.037983788652,RC Rib Slab,38960645.2636,76800.0,186259237.52359325,175.52255977445375,Healthcare,40.6,7,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,8,8
3,13384.566974880334,1154.6034584331942,516.4192780858509,1334.2654708571358,1850.6847489429874,2721.2171001668085,15383.26112471588,17233.945873658864,Two-way RC Slab,38552853.183,76800.0,189699790.77164984,203.81681115881534,Healthcare,39.9,7,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,8,8
4,12288.774038728781,1118.546674883165,542.6049312958693,1401.9084895814754,1944.5134208773447,1938.8800809042727,14196.361633547245,16140.87505442459,One-Way Spanning RC,37805360.8906,76800.0,195025895.31713533,188.29425989298556,Healthcare,40.6,7,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,8,8
5,13169.01431917453,1080.6755415816924,534.8893294564555,1381.9774763847784,1916.8668058412336,1548.547208263473,14896.210625441026,16813.07743128226,Precast Hollowcore with In-situ RC Beams,37405673.7673,76800.0,193431878.98796105,197.37044715901408,Healthcare,38.5,7,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,8,8
6,14644.864426068012,1444.4960624418613,488.06382592711805,1261.1642491610553,1749.2280750881732,-321.8975300116541,16623.59136698323,18372.8194420714,Non-Composite Rolled Steel with PCC Planks,48471822.6916,76800.0,183937210.6976394,220.8710172633431,Healthcare,41.829899999999995,7,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,8,8
7,12769.495614238145,1388.110319415179,373.1443345317746,964.3545590643904,1337.4988935961649,-1407.4849325348073,14685.158586309992,16022.657479906158,Composite Rolled Steel with Metal Decking,46394942.9664,76800.0,160432266.10540006,195.44170816503356,Healthcare,40.686800000000005,7,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,8,8
8,14612.220552077044,1638.7096161151558,382.2663100363566,987.9958947445901,1370.2622047809466,-2000.3325558066933,16804.780483541483,18175.042688322425,Composite Cell Beams with Metal Decking,55967165.1271,76800.0,162255317.23864523,223.91341978425777,Healthcare,41.65,7,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,8,8
9,11406.65076961305,2060.582533112022,292.81484716316913,8099.546219531746,8392.36106669491,-3230.211175371441,13958.555535458838,15048.653605211859,Steel Frame with CLT Slabs,49335509.521,76800.0,144530714.13476396,186.24875132949978,Healthcare,41.51,7,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,8,8
10,10252.172607556964,2246.8176302646766,308.00813812640473,15029.451913007795,15337.460051134196,-4163.556288227332,13054.38098864723,14236.725519781434,"CLT, Glulam and Steel Column Hybrid",61590719.2474,76800.0,147364661.06552565,175.59265655441493,Healthcare,46.199999999999996,7,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,8,8
0,9793.887944220935,668.8260790423143,510.93383148191043,1319.9311008290765,1830.8649323109864,2142.111024324224,11112.749608500104,12943.614540811095,RC Flat Slab,33973075.2059,73600.0,106933460.68480545,154.2195806377878,Office,112.93,23,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
1,8126.353707950772,568.4457966701339,449.21983905939766,1160.5109515011743,1609.7307905605721,1643.113233898145,9239.648519441856,10849.379310002429,PT RC Flat Slab,37633991.4921,73600.0,93844759.43093017,129.11802255280483,Office,112.01,23,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
2,9022.519182220693,613.4300689743882,468.52314834637536,1210.3754364948575,1678.8985848412328,1985.4635125780883,10234.321171286843,11913.219756128077,RC Rib Slab,37613312.6238,73600.0,97765259.68803072,142.63062988659215,Office,118.45,23,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
3,8933.980412740462,598.3706938792668,445.39106414571603,1150.6204251469048,1596.011489292621,2065.212306360861,10120.83213166657,11716.843620959191,Two-way RC Slab,31932323.373,73600.0,93194151.54623336,140.54834776192422,Office,117.875,23,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
4,9531.819948628829,659.6539587837267,513.6132786184572,1326.8526731639215,1840.4659517823786,1997.454036608563,10827.662922098927,12668.12887388131,One-Way Spanning RC,35266315.6588,73600.0,107393955.38099328,150.46911863737597,Office,118.45,23,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
5,10680.188143893618,595.4720195091445,481.2568048004836,1243.2691342401947,1724.525939040678,1610.7225791848255,11783.909146326305,13508.435085366984,Precast Hollowcore with In-situ RC Beams,33852276.5639,73600.0,100192252.38686043,163.32710709610558,Office,115.0,23,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
6,12350.494471128633,1032.097502533328,414.1821687871371,1070.180983047446,1484.363151834583,-665.5931477776778,13785.77729089302,15270.140442727605,Non-Composite Rolled Steel with PCC Planks,49106701.8243,73600.0,86599134.26405902,191.97723102803016,Office,126.46780000000001,23,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
7,12387.719901427974,1116.3674979372486,359.8819676861816,929.9923338805469,1289.8743015667283,-1985.8692724120265,13944.493315726591,15234.367617293323,Composite Rolled Steel with Metal Decking,49834733.2564,73600.0,75167763.58008441,194.20294087665079,Office,124.25980000000001,23,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
8,13297.504376742594,1276.3940849460398,335.46216920607094,866.9707296662506,1202.4328988723219,-2519.4446938951173,14999.40630777344,16201.839206645758,Composite Cell Beams with Metal Decking,55891547.3135,73600.0,70834929.52266856,209.11205351858314,Office,118.37639999999999,23,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
9,9720.344848220797,1615.4603497928213,256.26911807182245,8704.270835432744,8960.539953504567,-3395.5727320390297,11739.106723741952,12701.930061548252,Steel Frame with CLT Slabs,45100951.1119,73600.0,54960423.06590805,163.78822529246642,Office,122.10930000000002,23,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
10,9185.13517841267,1745.8333215628763,279.93974501822,13095.419147191727,13375.358892209942,-3944.4319913433487,11387.022073022736,12458.418725232677,"CLT, Glulam and Steel Column Hybrid",55302308.2688,73600.0,59495634.924416326,159.97470422424706,Office,128.8,23,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
0,4251.801569427527,244.67953335960738,195.7438283128123,505.7313548526412,701.4751831654537,604.3372748236193,4771.120515275315,5472.595698440769,RC Flat Slab,10602113.6429,22932.0,41922238.88421871,211.29144037919053,Education,35.980000000000004,7,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
1,3416.593569167328,202.13755789072312,165.0333514030607,426.39977018760976,591.4331215906706,426.60878080305895,3841.032216469058,4432.465338059727,PT RC Flat Slab,11416164.9967,22932.0,35767882.99490671,170.9813959290869,Education,35.315,7,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,22932.0,0.0,,Education,0.0,7,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
3,4050.207968804719,219.61998551853557,138.0172561833292,356.61154607305247,494.6288022563816,977.0710384623194,4521.527575610471,5016.156377866852,Two-way RC Slab,9836063.5521,22932.0,30325046.74803298,200.17355749498876,Education,38.85000000000001,7,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,22932.0,0.0,,Education,0.0,7,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
5,3637.539976850312,188.8784948959335,153.08101184271172,395.5243773839264,548.6053892266381,404.9344365541464,4009.5525924030967,4558.1579816297335,Precast Hollowcore with In-situ RC Beams,9655485.5145,22932.0,33297162.565171476,177.79264743608937,Education,36.75,7,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
6,4128.386337397483,303.6096623243468,132.2117099679377,341.6630082681267,473.8747182360645,-221.59331571404644,4565.482074928927,5039.356793164992,Non-Composite Rolled Steel with PCC Planks,13073328.0212,22932.0,29185075.738338612,203.0784655100841,Education,39.368700000000004,7,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
7,3474.530462243584,291.43450024856423,92.08957533986248,238.03796354764634,330.1275388875087,-580.5805320702784,3893.2282264400596,4223.3557653275675,Composite Rolled Steel with Metal Decking,12798604.9191,22932.0,20895045.97508359,173.67950727689367,Education,37.8532,7,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
8,3740.570670459981,326.9684635495792,93.16787809128948,240.8343555078175,334.00223359910683,-659.4026962513193,4198.8089112538255,4532.811144852933,Composite Cell Beams with Metal Decking,14410486.8362,22932.0,21110153.04894291,187.49704862668148,Education,37.52628671721972,7,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
9,3103.6829671617356,491.0641933476404,69.04986783874199,2326.2619240347585,2395.3117918735006,-1116.1616147738514,3712.305620936718,3971.705486204715,Steel Frame with CLT Slabs,14187032.0429,22932.0,16351643.641347159,166.2137992864643,Education,38.7954,7,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
10,2457.9373138845485,486.26201202560657,71.92778880887779,4062.959046694956,4134.886835503834,-1193.531245387818,3075.4923106545616,3354.6751205583946,"CLT, Glulam and Steel Column Hybrid",12215102.8057,22932.0,17051824.362110283,137.84223052042452,Education,42.14,7,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,823284.0,0.0,,Education,0.0,33,C32/40 - 50% GGBS,No,No,Curtain Walling,9,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,823284.0,0.0,,Education,0.0,33,C32/40 - 50% GGBS,No,No,Curtain Walling,9,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,823284.0,0.0,,Education,0.0,33,C32/40 - 50% GGBS,No,No,Curtain Walling,9,9
