,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X,Grid_Y
7,13479.44126546181,890.8313584209735,354.7161318963045,916.5021763007804,1271.218308197085,-799.422415757645,14987.01414857603,16258.23245677312,Composite Rolled Steel with Metal Decking,36284003.6358,33852.0,74267456.21509178,253.9880254507396,450.22457089763583,Office,165.6795,31,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7,7
8,13636.44250994907,906.6193912346451,356.28177929783294,920.5506351779892,1276.8324144758221,-811.7251381371016,15164.716506922307,16441.54892139813,Composite Cell Beams with Metal Decking,37570759.913,33852.0,74594225.67000763,262.9953193908941,455.740039770566,Office,165.91504117625877,31,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7,7
9,11949.333478641229,1123.7645863212135,316.2556040762222,4396.68662901988,4712.942233096101,-1426.112901029559,13655.0936333616,14808.182655448529,Steel Frame with CLT Slabs,35507743.921,33852.0,65860009.458833575,248.55420744693964,410.7186529838278,Office,171.55400000000003,31,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7,7
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,33852.0,,,,Office,185.38000000000002,31,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7,7
0,6784.604706418541,379.5628168030163,295.98582496213123,764.6593736517042,1060.6451986138356,1079.185164822445,7598.954429554947,8659.599628168784,RC Flat Slab,16618687.997,30888.0,62817357.87440774,116.33081597928167,249.78260960678026,Office,61.44,12,C32/40 - 50% GGBS,No,No,Timber Cladding,11,11
1,5577.88921461112,314.93378714214987,252.65570475187462,652.7286110618709,905.3843158137456,813.8051303684181,6252.204237745781,7157.588553559528,PT RC Flat Slab,18772661.6891,30888.0,53482997.37878895,131.40863182349344,206.6696733219786,Office,60.54,12,C32/40 - 50% GGBS,No,No,Timber Cladding,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,30888.0,0.0,0.0,,Office,0.0,12,C32/40 - 50% GGBS,No,No,Timber Cladding,11,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,30888.0,0.0,0.0,,Office,0.0,12,C32/40 - 50% GGBS,No,No,Timber Cladding,11,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,30888.0,0.0,0.0,,Office,0.0,12,C32/40 - 50% GGBS,No,No,Timber Cladding,11,11
5,5987.848300370205,289.5145538689332,234.62977642860292,606.1638682496441,840.7936446782472,695.3467310617974,6555.758127325284,7396.55177200353,Precast Hollowcore with In-situ RC Beams,14868830.5787,30888.0,49993191.33324715,104.08181405110284,215.6125337145942,Office,64.5,12,C32/40 - 50% GGBS,No,No,Timber Cladding,11,11
6,6855.045843639547,508.8046737783981,203.75638734671605,526.500160494586,730.2565478413022,-382.7198466906032,7580.331736920635,8310.58828476194,Non-Composite Rolled Steel with PCC Planks,22069230.5995,30888.0,43481979.86867316,154.48461419625804,250.4149297823392,Office,71.976,12,C32/40 - 50% GGBS,No,No,Timber Cladding,11,11
7,5754.399199870113,481.4157930648442,139.8166981192964,361.3575442274076,501.1742423467039,-926.0694653989092,6440.890650693233,6942.064893039936,Composite Rolled Steel with Metal Decking,21210285.503,30888.0,30444108.11629317,148.47199852071498,213.33082909913065,Office,67.8108,12,C32/40 - 50% GGBS,No,No,Timber Cladding,11,11
8,,,,,,,,,Composite Cell Beams with Metal Decking,,30888.0,,,,Office,70.30104,12,C32/40 - 50% GGBS,No,No,Timber Cladding,11,11
9,5423.466397564319,837.9226098150517,100.58533495253893,3635.050939274964,3735.6362742275032,-1910.0190476966238,6448.846873429429,6828.050120134001,Steel Frame with CLT Slabs,23890062.0483,30888.0,22388842.103720207,167.23043433802943,214.1957170346885,Office,68.196,12,C32/40 - 50% GGBS,No,No,Timber Cladding,11,11
10,4260.120613317181,798.3745843658155,115.86112176444206,6645.7751798012605,6761.636301565702,-1914.5512623990458,5281.300041529193,5731.498941494895,"CLT, Glulam and Steel Column Hybrid",21723444.9113,30888.0,25496227.78778924,152.06411437923822,175.9053404528759,Office,78.24000000000001,12,C32/40 - 50% GGBS,No,No,Timber Cladding,11,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,20160.0,0.0,0.0,,Residential,0.0,30,C32/40 - 25% GGBS,No,Yes,PC Cladding,6,6
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,20160.0,0.0,0.0,,Residential,0.0,30,C32/40 - 25% GGBS,No,Yes,PC Cladding,6,6
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,20160.0,0.0,0.0,,Residential,0.0,30,C32/40 - 25% GGBS,No,Yes,PC Cladding,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,20160.0,0.0,0.0,,Residential,0.0,30,C32/40 - 25% GGBS,No,Yes,PC Cladding,6,6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,20160.0,0.0,0.0,,Residential,0.0,30,C32/40 - 25% GGBS,No,Yes,PC Cladding,6,6
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,20160.0,0.0,0.0,,Residential,0.0,30,C32/40 - 25% GGBS,No,Yes,PC Cladding,6,6
6,9877.721261402121,638.6668083219673,284.42330656367835,734.8401992067344,1019.263505770413,-185.72376920465842,10946.100965814167,11965.364471584578,Non-Composite Rolled Steel with PCC Planks,25483963.2929,20160.0,60551405.68351028,178.38774305051803,551.8099557968594,Residential,158.775,30,C32/40 - 25% GGBS,No,Yes,PC Cladding,6,6
7,8304.241438753446,539.106837689675,224.32207397487156,579.5848285436429,803.9069025185142,-420.94597530357174,9231.841701825686,10035.7486043442,Composite Rolled Steel with Metal Decking,22396791.9118,20160.0,47660299.542171545,156.77754338278444,465.7053197028011,Residential,152.328,30,C32/40 - 25% GGBS,No,Yes,PC Cladding,6,6
8,,,,,,,,,Composite Cell Beams with Metal Decking,,20160.0,,,,Residential,153.1949430737988,30,C32/40 - 25% GGBS,No,Yes,PC Cladding,6,6
9,7385.181048746381,668.844438860734,197.2746938090945,2311.492638094814,2508.7673319039086,-793.044220021849,8411.410950148458,9128.31528511047,Steel Frame with CLT Slabs,22419906.698,20160.0,41479791.12608891,156.93934688592057,425.0173758449592,Residential,155.55,30,C32/40 - 25% GGBS,No,Yes,PC Cladding,6,6
10,8070.218735263291,739.5430001927227,241.2325333038657,4164.745089796785,4405.977623100651,-805.6500644120424,9254.423176438097,10138.373535538745,"CLT, Glulam and Steel Column Hybrid",21396913.9172,20160.0,50833269.17872246,149.77839742025424,466.4782526715452,Residential,167.85000000000002,30,C32/40 - 25% GGBS,No,Yes,PC Cladding,6,6
0,23307.76623208866,1286.9121430684538,975.3617258656673,2519.6865612995352,3495.0482871652025,4018.9890588724143,26079.6891589198,29574.737446084997,RC Flat Slab,55696542.712,115200.0,207090638.58973137,389.8757989842447,229.7705291484726,Office,120.24000000000001,24,C32/40 - 50% GGBS,No,No,Cavity Wall,10,10
1,17683.54815643289,987.4910595770564,774.0897858895743,1999.7590462097774,2773.8488320993515,2776.5009502101484,19804.74106030818,22578.58989240753,PT RC Flat Slab,58111737.2506,115200.0,164022400.59058976,406.78216075429214,175.44725018283398,Office,118.32000000000002,24,C32/40 - 50% GGBS,No,No,Cavity Wall,10,10
2,19963.262517142724,1096.9286611375528,830.5056830772937,2145.493107499465,2975.998790576758,3488.031997649164,22331.136598668272,25307.135389245028,RC Rib Slab,57802494.2807,115200.0,175570832.26354384,404.61745996522825,197.3589762034158,Office,128.4,24,C32/40 - 50% GGBS,No,No,Cavity Wall,10,10
3,20402.47459074574,1107.5454720478922,803.1012400733131,2074.7016998389086,2877.802939912221,3941.285245147924,22799.566548195162,25677.369488107382,Two-way RC Slab,52025455.9665,115200.0,170251075.14639452,364.17819176541883,201.0741730899356,Office,129.60000000000002,24,C32/40 - 50% GGBS,No,No,Cavity Wall,10,10
4,22162.798408231505,1219.640134505843,954.478083605844,2465.739745725228,3420.2178293310712,3600.079325949077,24800.046174058545,28220.26400338962,One-Way Spanning RC,56358177.0026,115200.0,200065259.69234288,394.50723901843924,218.70272059962662,Office,130.8,24,C32/40 - 50% GGBS,No,No,Cavity Wall,10,10
5,20790.390160282805,998.9216499132697,797.5544087052996,2060.3730743477663,2857.927483053065,2629.622119215963,22774.30385210751,25632.23133516058,Precast Hollowcore with In-situ RC Beams,50044730.2887,115200.0,168902380.5249869,350.3131120207865,200.73452225805812,Office,123.0,24,C32/40 - 50% GGBS,No,No,Cavity Wall,10,10
6,23884.309734796454,2044.3984907647255,607.9824053600336,1571.1045581159808,2179.0869634760143,-2539.0884510045353,26614.629016184088,28793.7159796601,Non-Composite Rolled Steel with PCC Planks,83195876.5264,115200.0,129367125.21851933,582.3711356847984,236.08507076275075,Office,132.65040000000002,24,C32/40 - 50% GGBS,No,No,Cavity Wall,10,10
7,22051.168925203016,1922.1672619155404,487.9510540698742,1261.093476326001,1749.0445303958754,-4027.361191066495,24704.621937701006,26453.666468096886,Composite Rolled Steel with Metal Decking,78831752.8563,115200.0,103724437.2756063,551.8222699944083,219.23996708068935,Office,133.49280000000002,24,C32/40 - 50% GGBS,No,No,Cavity Wall,10,10
8,23556.80325119359,2122.8709716899093,494.32809120327374,1277.6283631769752,1771.9564543802487,-4469.020354209982,26433.75548946756,28205.711943847808,Composite Cell Beams with Metal Decking,87748718.6412,115200.0,104996351.64875813,614.2410304885187,234.79163645795208,Office,133.2,24,C32/40 - 50% GGBS,No,No,Cavity Wall,10,10
9,18637.14809385321,2944.2566480508503,334.1342091194871,13451.203888721795,13785.338097841277,-6930.67359888415,22221.156387968804,23488.329348195406,Steel Frame with CLT Slabs,78642552.5231,115200.0,71920483.18325762,550.4978676615099,197.67060985790204,Office,132.72,24,C32/40 - 50% GGBS,No,No,Cavity Wall,10,10
10,15344.41760674774,2827.4974869385537,377.26284932267697,21777.772913189277,22155.035762511947,-6940.388160568807,18906.96115041096,20373.625200922917,"CLT, Glulam and Steel Column Hybrid",86481099.2104,115200.0,81288738.23911873,605.3676944724965,169.37785455628,Office,143.04000000000002,24,C32/40 - 50% GGBS,No,No,Cavity Wall,10,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,589589.0,0.0,0.0,,Residential,0.0,31,C32/40 - 25% GGBS,No,No,Lightweight Cladding,7,7
1,144295.05004381738,6350.3420119652055,5107.631314531526,13194.568194092235,18302.199508623766,16942.81005217947,159583.6314801434,177885.83098876712,PT RC Flat Slab,321835419.6573,589589.0,1071598650.766446,2252.847937601156,274.49033041278676,Residential,146.165,31,C32/40 - 25% GGBS,No,No,Lightweight Cladding,7,7
2,103401.10601191662,4529.8480272425095,3469.4357610969705,8962.766466392435,12432.202227489408,14518.82096255795,114300.34656657775,126732.54879406719,RC Rib Slab,251555057.1801,589589.0,724361652.8699899,1760.8854002608543,196.851080951033,Residential,159.65,31,C32/40 - 25% GGBS,No,No,Lightweight Cladding,7,7
3,139813.2657202792,6063.628931092223,3908.4861266879534,10096.925383964768,14005.411510652722,28952.446326278558,154340.6380562724,168346.04956692512,Two-way RC Slab,288017860.0229,589589.0,812185980.4743544,2016.1250201602538,265.1962012120862,Residential,166.625,31,C32/40 - 25% GGBS,No,No,Lightweight Cladding,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,589589.0,0.0,0.0,,Residential,0.0,31,C32/40 - 25% GGBS,No,No,Lightweight Cladding,7,7
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,589589.0,0.0,0.0,,Residential,0.0,31,C32/40 - 25% GGBS,No,No,Lightweight Cladding,7,7
6,146180.7051915162,11102.785369343143,3483.3550745528732,9001.057791560977,12484.412866113853,-13645.763947346959,161710.18804047923,174194.600906593,Non-Composite Rolled Steel with PCC Planks,428997351.865,589589.0,727494355.9351776,3002.9814630550995,279.3694751827702,Residential,164.5294,31,C32/40 - 25% GGBS,No,No,Lightweight Cladding,7,7
7,121181.91038971057,9757.019720647942,2265.334377942865,5854.9096955085315,8120.244073451396,-22034.91284800198,134989.63977615294,143109.88384960432,Composite Rolled Steel with Metal Decking,387550318.5657,589589.0,477025218.05958354,2712.852229960228,233.5567522564247,Residential,155.36270000000002,31,C32/40 - 25% GGBS,No,No,Lightweight Cladding,7,7
8,123117.7022858151,9878.218968080742,2302.5091042256186,5950.957495193144,8253.466599418762,-21763.343383327487,137142.88788361722,145396.35448303595,Composite Cell Beams with Metal Decking,404594416.4685,589589.0,484602336.94851977,2832.1609152792994,237.41122849798168,Residential,158.16504117625877,31,C32/40 - 25% GGBS,No,No,Lightweight Cladding,7,7
9,92588.38278261844,13863.39210459912,1561.183376113982,68457.6058350589,70018.78921117286,-32942.73976849156,109856.53013241987,115807.85002656936,Steel Frame with CLT Slabs,360936358.604,589589.0,332670115.1346985,2526.55451022785,190.61258714570272,Residential,161.355,31,C32/40 - 25% GGBS,No,No,Lightweight Cladding,7,7
10,81065.29649697793,14461.432189577294,1697.639762707864,116164.68833339105,117862.3280960989,-37082.11990749243,99433.56896412106,106133.41345222003,"CLT, Glulam and Steel Column Hybrid",328698774.6056,589589.0,360679284.32563627,2300.8914222391313,172.5514899130754,Residential,171.585,31,C32/40 - 25% GGBS,No,No,Lightweight Cladding,7,7
0,103076.32347086177,3813.2542654357007,2979.678293015312,7697.464938820047,10677.143231835362,11330.833362722016,113111.5182718832,123788.66150371855,RC Flat Slab,149413185.9535,324000.0,624341142.6474137,1045.892301674647,352.33768695542545,Residential,119.37500000000001,25,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,9,9
1,78246.57032675119,2880.98487565585,2324.2626421987147,6004.389238747367,8328.651880946083,7680.653226794107,85861.83156434505,94190.48344529113,PT RC Flat Slab,152879800.014,324000.0,486333933.82036924,1070.158600098045,268.3086116186515,Residential,116.625,25,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,9,9
2,70797.54733786947,2627.0774197342325,2024.3968574743271,5229.7732026982785,7254.170060172606,8229.252025922899,77694.7125503849,84948.88261055751,RC Rib Slab,137526499.7983,324000.0,423154211.4990209,962.6854985877814,242.7697470647305,Residential,131.25,25,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,9,9
3,83588.86574427306,3171.3935534003967,2181.0854840718544,5634.532695150907,7815.618179222761,12990.69247947379,91765.38742967564,99581.00560889843,Two-way RC Slab,140164115.4479,324000.0,459622329.54936427,981.1488081351922,286.25474147472477,Residential,128.125,25,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,9,9
4,81933.14495573011,3034.195958860479,2380.805363035632,6150.450912046905,8531.256275082536,8871.704309114952,89915.43453646918,98446.69081155173,One-Way Spanning RC,135361556.5984,324000.0,499090983.8483506,947.5308961890252,280.4412513353648,Residential,131.875,25,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,9,9
5,72568.28270830313,2630.327978454515,2122.31716113427,5482.721826161616,7605.038987295888,6774.8784903887245,78821.46462917949,86426.50361647537,Precast Hollowcore with In-situ RC Beams,126895413.6737,324000.0,447480715.35047024,888.2678957158345,246.017692978072,Residential,121.875,25,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,9,9
6,82121.0124651453,5814.691020395183,1825.7715018999484,4717.9042957488655,6543.675797648813,-7295.42664176905,90541.99643477214,97085.67223242093,Non-Composite Rolled Steel with PCC Planks,223591104.7157,324000.0,383665767.3511831,1565.1377330096784,284.2812782956229,Residential,131.9275,25,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,9,9
7,65788.67995653037,4431.022772423286,1226.5679964279989,3169.9327121071487,4396.500708535148,-9536.807554927786,72698.75919333517,77095.2599018703,Composite Rolled Steel with Metal Decking,181611201.2756,324000.0,260586790.69843277,1271.2784089293996,228.3025851921746,Residential,127.18500000000002,25,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,9,9
8,,,,,,,,,Composite Cell Beams with Metal Decking,,324000.0,,,,Residential,127.51599999999999,25,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,9,9
9,51602.79287333271,7590.779619396006,834.0187238266581,41370.628357816495,42204.64708164316,-18576.397031360077,61202.495261680044,64408.24326075438,Steel Frame with CLT Slabs,192688942.4874,324000.0,180021715.88002706,1348.8225974119096,193.05962302188874,Residential,130.625,25,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,9,9
10,44583.99383557072,7264.725509043747,869.1135245241085,57924.42596269374,58793.539487217844,-18638.0272091151,54007.15452752804,57428.73113474587,"CLT, Glulam and Steel Column Hybrid",227305097.3045,324000.0,187279464.4753831,1591.135681131411,171.5996611378378,Residential,137.875,25,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,9,9
0,30727.531354470073,2163.1193499875644,1687.6508731599847,4359.673775993105,6047.32464915309,6257.982481964623,34948.35900669147,40995.683655844565,RC Flat Slab,93933115.3063,157080.0,356634714.80822057,657.531807144074,226.67361098698458,Office,170.34000000000003,34,C32/40 - 75% GGBS,No,No,Curtain Walling,7,7
1,24565.77664465864,1739.4457030341061,1389.7032186777776,3590.0126715184524,4979.715890196231,4788.181676139256,27959.092328956045,32938.80821915227,PT RC Flat Slab,95845384.2634,157080.0,291149046.57410824,670.9176898437289,182.26387839826697,Office,167.62000000000003,34,C32/40 - 75% GGBS,No,No,Curtain Walling,7,7
2,,,,,,,,,RC Rib Slab,,157080.0,,,,Office,180.20000000000002,34,C32/40 - 75% GGBS,No,No,Curtain Walling,7,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,157080.0,0.0,0.0,,Office,0.0,34,C32/40 - 75% GGBS,No,No,Curtain Walling,7,7
4,,,,,,,,,One-Way Spanning RC,,157080.0,,,,Office,181.05,34,C32/40 - 75% GGBS,No,No,Curtain Walling,7,7
5,29224.305122056394,1729.865985629301,1381.9976680575564,3570.107622723048,4952.105290780605,4732.323558569427,32469.828571007398,37421.933861788,Precast Hollowcore with In-situ RC Beams,86856395.8238,157080.0,289975180.7175809,607.9947707665541,210.5794712361469,Office,171.70000000000002,34,C32/40 - 75% GGBS,No,No,Curtain Walling,7,7
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,157080.0,,,,Office,188.6524,34,C32/40 - 75% GGBS,No,No,Curtain Walling,7,7
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,157080.0,,,,Office,181.543,34,C32/40 - 75% GGBS,No,No,Curtain Walling,7,7
8,32396.978950461016,3090.2036621545894,891.3012304746538,2303.2721010542186,3194.573331528873,-5338.756186328168,36600.80101564867,39795.374347177545,Composite Cell Beams with Metal Decking,129875893.2723,157080.0,186047632.05004224,909.1312529059022,238.7950870165175,Office,174.58184,34,C32/40 - 75% GGBS,No,No,Curtain Walling,7,7
9,,,,,,,,,Steel Frame with CLT Slabs,,157080.0,,,,Office,182.87240000000003,34,C32/40 - 75% GGBS,No,No,Curtain Walling,7,7
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,157080.0,,,,Office,191.08,34,C32/40 - 75% GGBS,No,No,Curtain Walling,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,20800.0,0.0,0.0,,Healthcare,0.0,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10,10
1,4119.41471542486,303.40296215872706,242.91896454916318,627.5438659711829,870.4628305203461,751.0085288200783,4702.304393616834,5572.767224137179,PT RC Flat Slab,16605338.9487,20800.0,52018378.469201796,116.23737264068144,231.6606618393036,Healthcare,87.36,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,20800.0,0.0,0.0,,Healthcare,0.0,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,20800.0,0.0,0.0,,Healthcare,0.0,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10,10
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,20800.0,0.0,0.0,,Healthcare,0.0,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10,10
5,4546.081235023659,275.71190000614524,224.5324503477161,580.0476544224867,804.5801047702029,672.0403875073908,5057.357074224548,5861.937178994751,Precast Hollowcore with In-situ RC Beams,13793767.5081,20800.0,47515248.50532891,96.55637255660034,247.7843003260168,Healthcare,92.39999999999999,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10,10
6,5650.096548552838,474.4667361895233,212.89799218828793,550.0671989932636,762.9651911815515,-184.6967185299753,6335.377766143225,7098.342957324778,Non-Composite Rolled Steel with PCC Planks,20504036.9649,20800.0,44962888.066524856,143.52825875421033,311.48586658160747,Healthcare,102.24,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10,10
7,4606.292195934696,434.66480969051355,148.5039119264358,383.74333795807684,532.2472498845126,-612.5087862378573,5217.685905395057,5749.933155279568,Composite Rolled Steel with Metal Decking,19067632.8579,20800.0,31452856.836577542,133.47343000502312,257.2672757403884,Healthcare,96.81439999999999,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10,10
8,,,,,,,,,Composite Cell Beams with Metal Decking,,20800.0,,,,Healthcare,100.35424,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10,10
9,4714.762625063494,677.260458594729,128.06872826660654,2461.6631695722735,2589.7318978388794,-1249.116265166801,5572.218297750445,6042.989950941009,Steel Frame with CLT Slabs,21605229.6396,20800.0,27477065.290551376,151.236607476865,275.1661012128515,Healthcare,98.4048,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10,10
10,4977.694034102566,767.7073998400842,198.95291509195724,5223.980379177803,5422.933294269762,-1231.999226216319,6021.180181400544,6760.076675670306,"CLT, Glulam and Steel Column Hybrid",23290927.2393,20800.0,41989216.80337379,163.03649067512242,297.318109234407,Healthcare,120.32,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10,10
0,36680.06336408532,2511.1043786207056,1283.0944938978919,3315.0254845400536,4598.119978437944,4728.348002460068,41461.48979253179,46059.60977096975,RC Flat Slab,85420605.4522,224532.0,433973346.28195655,597.9442381657217,187.32044443864356,Residential,46.150000000000006,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
1,31219.26576764279,2281.4840065219505,1131.982891624123,2924.6726122978293,4056.6555039219525,3590.2543923655626,35440.84139701848,39497.49690094042,PT RC Flat Slab,93461341.0278,224532.0,403735935.5966573,654.2293871947662,160.75691119400906,Residential,45.650000000000006,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
2,29227.96478742324,2195.9190962936686,1009.9671985759601,2609.480558720856,3619.447757296815,3980.817266503477,33230.892432872206,36850.34019016902,RC Rib Slab,86572953.3328,224532.0,378913445.30739117,606.0106733296735,150.69969138564605,Residential,48.50000000000001,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
3,32056.140435229372,2314.848544117851,1043.3573984776147,2695.7344283128105,3739.0918267904244,5110.458346622136,36340.53361935747,40079.62544614789,Two-way RC Slab,75961631.244,224532.0,385554080.3712747,531.7314187083125,164.21830758228572,Residential,48.50000000000001,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
4,31044.64224800371,2275.0444034884704,1082.3242349276911,2796.393916410374,3878.7181513380665,4093.537572286492,35240.73478724061,39119.45293857868,One-Way Spanning RC,80870738.3918,224532.0,393926672.6573025,566.09516874276,159.47317066602253,Residential,48.75,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
5,34661.38104002812,2307.524582994758,1166.8576326349505,3014.761362052575,4181.618994687525,3509.005818930924,38601.67695636153,42783.29595104906,Precast Hollowcore with In-situ RC Beams,86801646.8415,224532.0,410683786.82455707,607.6115278903657,174.62672796862765,Residential,46.75,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
6,32661.560673020515,2920.906557427972,936.9878957689912,2421.2699846219793,3358.2578803909705,-926.1682209539591,36742.23732606432,40100.49520645529,Non-Composite Rolled Steel with PCC Planks,106885148.8262,224532.0,364498651.04008174,748.1960417834379,166.9714489152894,Residential,50.408,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
7,34196.99358015374,3136.6733529196554,778.193270305321,2011.2874255874021,2789.4806958927234,-4483.016479268379,38675.67973761944,41465.160433512145,Composite Rolled Steel with Metal Decking,110766312.7844,224532.0,331243885.24278533,775.3641894906212,175.7034361565837,Residential,50.033,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
8,35459.08790284408,3297.7285462382315,782.5905121232373,2022.6950614867242,2805.2855736099614,-4772.281709339941,40120.785749895265,42926.07132350522,Composite Cell Beams with Metal Decking,118630908.3344,224532.0,332112032.3938271,830.4163583405068,182.38470288527148,Residential,48.7972,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
9,24014.591945903463,4638.099382395457,502.8801532525806,23603.385157343142,24106.265310595725,-8771.770183072462,29709.495959857,31635.13741724174,Steel Frame with CLT Slabs,101489582.5489,224532.0,275672491.91983354,710.4270778421106,135.48145938084153,Residential,49.797000000000004,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
10,21524.04652457733,4840.002559724925,514.4109877388896,34092.26783713239,34606.67882487129,-10009.06319684651,27499.558390614864,29523.879647486163,"CLT, Glulam and Steel Column Hybrid",111602960.6932,224532.0,277992565.2563383,781.220724852684,125.95433664452082,Residential,51.349999999999994,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,55440.0,0.0,0.0,,Residential,0.0,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,55440.0,0.0,0.0,,Residential,0.0,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,55440.0,0.0,0.0,,Residential,0.0,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,55440.0,0.0,0.0,,Residential,0.0,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,55440.0,0.0,0.0,,Residential,0.0,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11,11
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,55440.0,0.0,0.0,,Residential,0.0,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11,11
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,55440.0,,,,Residential,45.856,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11,11
7,8648.77404070881,748.9084599712571,213.01920587908188,550.6319273634716,763.6511332425537,-1561.8132360987468,9697.936575439408,10461.587708681962,Composite Rolled Steel with Metal Decking,32007192.5892,55440.0,48433225.958093464,224.0503481243406,178.96801810179923,Residential,42.6072,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11,11
