Project No,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X
910,6042.989950941009,Steel Frame with CLT Slabs,21605229.6396,20800.0,27477065.290551376,151.236607476865,275.1661012128515,Healthcare,98.4048,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10
911,6760.076675670306,"CLT, Glulam and Steel Column Hybrid",23290927.2393,20800.0,41989216.80337379,163.03649067512242,297.318109234407,Healthcare,120.32,16,C32/40 - 75% GGBS,No,Yes,Cavity Wall,10
912,46059.60977096975,RC Flat Slab,85420605.4522,224532.0,433973346.28195655,597.9442381657217,187.3204444386436,Residential,46.150000000000006,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
913,39497.49690094042,PT RC Flat Slab,93461341.0278,224532.0,403735935.5966573,654.2293871947662,160.75691119400906,Residential,45.650000000000006,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
914,36850.34019016902,RC Rib Slab,86572953.3328,224532.0,378913445.3073912,606.0106733296735,150.69969138564605,Residential,48.50000000000001,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
915,40079.62544614789,Two-way RC Slab,75961631.244,224532.0,385554080.3712747,531.7314187083125,164.21830758228572,Residential,48.50000000000001,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
916,39119.45293857868,One-Way Spanning RC,80870738.3918,224532.0,393926672.6573025,566.09516874276,159.47317066602253,Residential,48.75,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
917,42783.29595104906,Precast Hollowcore with In-situ RC Beams,86801646.8415,224532.0,410683786.82455707,607.6115278903657,174.62672796862765,Residential,46.75,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
918,40100.49520645529,Non-Composite Rolled Steel with PCC Planks,106885148.8262,224532.0,364498651.04008174,748.1960417834379,166.9714489152894,Residential,50.408,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
919,41465.16043351215,Composite Rolled Steel with Metal Decking,110766312.7844,224532.0,331243885.24278533,775.3641894906212,175.7034361565837,Residential,50.033,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
920,42926.07132350522,Composite Cell Beams with Metal Decking,118630908.3344,224532.0,332112032.3938271,830.4163583405068,182.38470288527148,Residential,48.7972,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
921,31635.13741724174,Steel Frame with CLT Slabs,101489582.5489,224532.0,275672491.91983354,710.4270778421106,135.48145938084153,Residential,49.797,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
922,29523.879647486163,"CLT, Glulam and Steel Column Hybrid",111602960.6932,224532.0,277992565.2563383,781.220724852684,125.95433664452082,Residential,51.35,10,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
923,10461.587708681962,Composite Rolled Steel with Metal Decking,32007192.5892,55440.0,48433225.95809346,224.0503481243406,178.96801810179923,Residential,42.6072,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11
924,11722.15572702816,Composite Cell Beams with Metal Decking,38086005.016,55440.0,49762922.024828255,266.6020351117492,202.0439125114018,Residential,44.1136,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11
925,9906.863164168357,Steel Frame with CLT Slabs,35805678.3348,55440.0,35603186.27652712,250.6397483439162,172.9477973913334,Residential,42.864,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11
926,8103.055678279831,"CLT, Glulam and Steel Column Hybrid",33651048.9316,55440.0,37470417.590295225,235.5573425209458,139.03064855779053,Residential,47.96,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11
927,21231.080827794045,RC Flat Slab,38402560.0845,93600.0,122212960.5029228,268.8179205914381,207.16146225331312,Residential,118.95,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6
928,18646.32490469897,PT RC Flat Slab,42226520.9119,93600.0,110338206.59190574,295.5856463831515,182.10672907404444,Residential,118.04,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6
929,18636.75956258589,RC Rib Slab,40724520.3007,93600.0,108617654.00225396,285.07164210485627,182.10031327546125,Residential,123.5,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6
930,18651.712706322287,Two-way RC Slab,34718618.1303,93600.0,102451200.87628707,243.0303269120376,183.042690449616,Residential,122.85,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6
931,19094.712907069643,One-Way Spanning RC,37640065.4062,93600.0,110223790.53430112,263.48045784328167,186.45617919528655,Residential,125.45,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6
932,22857.1196401122,Precast Hollowcore with In-situ RC Beams,41653675.9547,93600.0,128056995.51052833,291.5757316829516,223.6554384448432,Residential,121.55,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6
933,21658.09891316217,Non-Composite Rolled Steel with PCC Planks,56650672.6627,93600.0,99164389.16358069,396.55470863855726,217.37348261357977,Residential,129.5216,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6
934,22043.9189229503,Composite Rolled Steel with Metal Decking,56726874.4335,93600.0,86605645.0084121,397.0881210344388,223.97804190063783,Residential,128.1696,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6
935,22810.609929461127,Composite Cell Beams with Metal Decking,61713113.3665,93600.0,83857238.61398946,431.99179356521785,233.05536331404048,Residential,121.54375999999998,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6
936,15816.76819191968,Steel Frame with CLT Slabs,48917785.9647,93600.0,56320508.523802266,342.42450175313263,161.9503703680298,Residential,125.7932,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6
937,15628.938195292594,"CLT, Glulam and Steel Column Hybrid",50231074.8438,93600.0,59204009.65401491,351.61752390632665,159.20766569170505,Residential,128.83,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6
938,48262.00788149997,RC Flat Slab,59615618.5572,119700.0,251085543.3034952,417.3093299006684,371.1059918545645,Education,77.10000000000001,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7
939,35518.26079419188,PT RC Flat Slab,59132813.5681,119700.0,188109245.0459564,413.9296949768664,273.52673384850897,Education,75.07500000000002,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7
940,29759.38543302673,RC Rib Slab,53107414.4628,119700.0,151913102.18791765,371.7519012394139,230.33631700932867,Education,82.875,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7
941,36579.14361335935,Two-way RC Slab,58849319.5213,119700.0,160106777.06666747,411.94523664898975,286.26722397096324,Education,81.75,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7
942,32056.25551004338,One-Way Spanning RC,51687985.2884,119700.0,164070380.37944525,361.8158970188048,247.6494761920713,Education,83.25000000000001,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7
943,33523.4737693172,Precast Hollowcore with In-situ RC Beams,52344360.5699,119700.0,175228240.82302073,366.4105239890464,258.43270172254006,Education,77.62500000000001,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7
944,34921.22286061971,Non-Composite Rolled Steel with PCC Planks,78964441.4801,119700.0,151039396.61026832,552.7510903609736,275.1237620714528,Education,83.5425,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7
945,29837.256202679757,Composite Rolled Steel with Metal Decking,71800817.1801,119700.0,105195151.79396486,502.6057202603962,238.8495986907452,Education,80.1675,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7
946,32538.904383177432,Composite Cell Beams with Metal Decking,84416538.9485,119700.0,107367191.77033292,590.9157726393784,261.83061574342264,Education,80.2814715368994,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7
947,25964.045756200307,Steel Frame with CLT Slabs,77642770.6501,119700.0,78302359.43019845,543.4993945506313,210.3324369419377,Education,82.95,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7
948,23877.194933852923,"CLT, Glulam and Steel Column Hybrid",85591317.4712,119700.0,83728775.57297029,599.139222298424,192.11938137747904,Education,88.5,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7
949,49691.66650279285,RC Flat Slab,93563224.4039,223080.0,366051498.5228625,654.9425708270182,197.68303830016933,Residential,62.075,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6
950,41784.781835350695,PT RC Flat Slab,103826812.5941,223080.0,320358906.62291783,726.7876881587946,166.10952640214472,Residential,61.295,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6
951,28999.31925183001,RC Rib Slab,80518977.3721,223080.0,221945637.88224903,563.632841604501,115.91652359205725,Residential,68.89999999999999,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6
952,29856.14398036433,One-Way Spanning RC,76456640.4638,223080.0,224072699.98181096,535.1964832468044,119.4572726713808,Residential,68.89999999999999,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6
953,46327.46500657149,Non-Composite Rolled Steel with PCC Planks,126176638.9584,223080.0,230502611.58364144,883.2364727090714,194.3200725632937,Residential,67.9679,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6
954,36771.77342790934,Composite Rolled Steel with Metal Decking,111166941.0827,223080.0,157793556.8387024,778.168587579237,156.74093544282906,Residential,65.0429,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6
955,40698.31369529551,Composite Cell Beams with Metal Decking,129412900.2194,223080.0,161703876.36814526,905.8903015355038,174.6008730782663,Residential,66.32727533197948,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6
956,31932.63951909168,Steel Frame with CLT Slabs,120644107.948,223080.0,106102231.7631937,844.5087556361378,139.06850500208398,Residential,66.4677,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6
957,26968.93491461779,"CLT, Glulam and Steel Column Hybrid",132294550.2046,223080.0,109974432.47144628,926.0618514320856,116.4635511227035,Residential,71.17500000000001,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6
958,19295.507386530186,PT RC Flat Slab,55155996.3546,82944.0,217925659.7664069,386.0919744821351,201.1673411758005,Healthcare,92.225,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8
959,17784.89837684624,RC Rib Slab,50457794.2542,82944.0,192456255.48590267,353.20455977961683,187.5077534619432,Healthcare,102.425,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8
960,23349.022513468244,Two-way RC Slab,56756760.6895,82944.0,202210343.73565903,397.2973248266297,252.98065405202584,Healthcare,100.725,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8
961,19897.32852394013,One-Way Spanning RC,51270264.2994,82944.0,214899837.03824243,358.8918500955141,208.83911265588577,Healthcare,103.275,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8
962,21104.56855990624,Precast Hollowcore with In-situ RC Beams,48090718.8666,82944.0,209523279.9782658,336.6350320659481,224.193389795717,Healthcare,96.05,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8
963,24105.916512230728,Non-Composite Rolled Steel with PCC Planks,68246616.405,82944.0,183608047.22383067,477.72631483517296,267.21584883018426,Healthcare,103.9125,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8
964,20359.66322319643,Composite Rolled Steel with Metal Decking,64358328.1934,82944.0,147058448.52236617,450.5082973537084,229.0426865958732,Healthcare,100.0875,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8
965,23589.79145902815,Composite Cell Beams with Metal Decking,78510339.2798,82944.0,150250237.77520996,549.5723749586211,268.4904825254196,Healthcare,101.44036,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8
966,19929.437270733884,Steel Frame with CLT Slabs,67856432.9818,82944.0,126849219.23824625,474.9950308728156,227.72218463364348,Healthcare,102.3519,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8
967,19195.00513515021,"CLT, Glulam and Steel Column Hybrid",87301483.083,82944.0,138341755.35733104,611.1103815813353,217.4146336210682,Healthcare,116.96,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8
968,11354.233588673696,Non-Composite Rolled Steel with PCC Planks,28723304.9139,45360.0,59542901.8039279,201.0631343972154,234.72150976177255,Office,24.344,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12
969,10058.53480782847,Composite Rolled Steel with Metal Decking,30739698.5728,45360.0,41237365.85653863,215.17789000966405,213.63262685275964,Office,23.1204,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12
970,11415.98871622583,Composite Cell Beams with Metal Decking,37375155.2377,45360.0,42480395.60565777,261.6260866635612,244.08990665201893,Office,23.6448,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12
971,9429.568436102743,Steel Frame with CLT Slabs,34199965.6297,45360.0,30381702.132795986,239.39975940799067,203.9456091162549,Office,23.0804,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12
972,6738.400596259755,"CLT, Glulam and Steel Column Hybrid",29472640.7033,45360.0,30791758.81129749,206.30848492330293,143.1356942735172,Office,28.0,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12
973,7670.448358712506,RC Flat Slab,20040143.8109,36720.0,84890145.67269409,140.28100667612742,181.1949475014216,Office,80.16000000000001,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6
974,6214.50508862543,PT RC Flat Slab,19970093.9353,36720.0,73672809.38485527,139.7906575469313,146.72690370156892,Office,78.88000000000001,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6
975,5839.823719583521,RC Rib Slab,19167707.2494,36720.0,69135941.4445439,134.17395074613083,138.67709163073135,Office,84.4,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6
976,5980.661348577809,One-Way Spanning RC,17964918.4355,36720.0,69535241.56908263,125.75442904878994,142.0572504745809,Office,84.4,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6
977,7293.170156123468,Precast Hollowcore with In-situ RC Beams,18701230.1905,36720.0,74587430.19360776,130.908611333701,175.44856493286963,Office,80.4,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6
978,7736.816591439953,Non-Composite Rolled Steel with PCC Planks,24455024.9356,36720.0,65134404.556644194,171.18517454932905,193.18905804904517,Office,86.59200000000001,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6
979,7256.721440183704,Composite Rolled Steel with Metal Decking,23726050.9562,36720.0,58475665.41370947,166.08235669318026,183.0877444150478,Office,84.16000000000001,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6
980,7736.217665397712,Composite Cell Beams with Metal Decking,25982741.9492,36720.0,58398670.6610088,181.87919364407944,196.60850486868395,Office,82.15295147256997,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6
981,6465.834733227478,Steel Frame with CLT Slabs,24247075.1493,36720.0,50089016.83219022,169.7295260452141,165.3292894370557,Office,85.7376,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6
982,6146.682704939395,"CLT, Glulam and Steel Column Hybrid",26777573.744,36720.0,51215756.2332996,187.44301620796367,156.24506956438836,Office,88.96000000000001,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6
983,3460.3356001839893,RC Flat Slab,7569313.1194,9604.0,29797753.20176659,52.98519183598732,323.4523646931109,Education,4.885000000000001,1,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
984,3217.6772909614065,PT RC Flat Slab,7084339.3145,9604.0,29512811.69105487,49.59037520135972,298.3675127496186,Education,4.855,1,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
985,3220.572314423845,RC Rib Slab,7617789.8555,9604.0,29531208.81512458,53.32452898821796,299.0270977308731,Education,5.050000000000001,1,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
986,3200.640200789828,Two-way RC Slab,6599107.9137,9604.0,29418541.51474503,46.19375539621598,296.42076556386723,Education,5.025,1,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
987,3218.324679297015,One-Way Spanning RC,7086137.8086,9604.0,29516566.702615198,49.602964660092965,298.4291813823112,Education,5.050000000000001,1,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
988,3223.735062582863,Precast Hollowcore with In-situ RC Beams,6999319.3459,9604.0,29547120.79272751,48.99523542133343,298.8718810300764,Education,5.0,1,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
989,3225.500873529925,Non-Composite Rolled Steel with PCC Planks,7283929.4101,9604.0,29334994.33548593,50.9875058708313,299.67316564879206,Education,5.308000000000001,1,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
990,3230.4566434400936,Composite Rolled Steel with Metal Decking,7334787.0782,9604.0,29349966.291187342,51.34350954705212,300.2020093436758,Education,5.3283000000000005,1,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
991,3225.425131653757,Composite Cell Beams with Metal Decking,7301803.0991,9604.0,29327038.14037477,51.11262169362359,299.69324520262035,Education,5.12972,1,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
992,3181.94714611649,Steel Frame with CLT Slabs,8755672.516,9604.0,29124063.053216685,61.28970761176701,296.6263192578418,Education,5.3047,1,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
993,3190.368874017808,"CLT, Glulam and Steel Column Hybrid",8586572.4859,9604.0,29243101.32364702,60.10600740144162,297.156459832546,Education,5.460000000000001,1,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
998,74477.78046942259,RC Flat Slab,140367426.7747,294000.0,634031894.8784213,982.5719874230688,226.73630330737143,Education,100.5,20,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,10
999,58854.863039995325,PT RC Flat Slab,146487462.1539,294000.0,545733926.0473415,1025.4122350773623,179.02966937676103,Education,98.70000000000002,20,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,10
1000,63577.27316323002,RC Rib Slab,142826570.3985,294000.0,562554376.557457,999.78599278946,194.0534607732979,Education,107.0,20,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,10
1001,63681.68389388852,Two-way RC Slab,125584565.5853,294000.0,529530510.6868795,879.0919590970071,195.5809094359148,Education,105.5,20,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,10
1002,71188.7472354245,One-Way Spanning RC,139360433.2998,294000.0,624608206.2556808,975.5230330986772,216.10753246436795,Education,109.0,20,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,10
1003,64626.08641864762,Precast Hollowcore with In-situ RC Beams,125478172.5629,294000.0,551398331.7362437,878.3472079402557,197.94970730909657,Education,102.5,20,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,10
1004,75541.95636153522,Non-Composite Rolled Steel with PCC Planks,196679976.4654,294000.0,491515312.18966806,1376.759835257888,239.9916837459,Education,115.89600000000002,20,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,10
1005,64703.99367235237,Composite Rolled Steel with Metal Decking,186949058.5675,294000.0,384809587.10572994,1308.6434099722394,209.0797319287161,Education,111.244,20,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,10
1006,69588.44420111939,Composite Cell Beams with Metal Decking,211023922.6063,294000.0,388511540.7108687,1477.167458244196,226.0389470739787,Education,111.112,20,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,10
1007,57882.20116609875,Steel Frame with CLT Slabs,193451263.8492,294000.0,303919319.5320769,1354.1588469444475,190.19431572891972,Education,110.6,20,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,10
1008,49715.44988786076,"CLT, Glulam and Steel Column Hybrid",212764635.1231,294000.0,314790656.7661568,1489.352445861744,161.84585862025733,Education,121.6,20,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,10
1016,4681.424152071782,RC Flat Slab,9408628.7789,18144.0,40092813.45883424,65.86040145201073,235.25660329941985,Residential,50.105,11,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,6
1017,4363.453297227525,PT RC Flat Slab,10132405.7789,18144.0,38653188.42299748,70.92684045202942,219.35513941761627,Residential,49.775000000000006,11,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,6
1018,4228.421160827138,RC Rib Slab,10081666.703,18144.0,37420335.10525502,70.57166692096527,212.99807849635263,Residential,51.425,11,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,6
1019,4134.906365596075,Two-way RC Slab,8524772.0768,18144.0,36227733.90677816,59.673404537350855,208.35892712761725,Residential,51.150000000000006,11,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,6
1020,4284.572608950584,One-Way Spanning RC,9418527.6504,18144.0,37670544.73949998,65.92969355300897,215.59034305297843,Residential,52.25,11,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,6
1021,5031.938106083612,Precast Hollowcore with In-situ RC Beams,9827867.004,18144.0,41641122.02926862,68.7950690280219,253.11632254563116,Residential,51.425,11,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,6
1022,4376.714283026396,Non-Composite Rolled Steel with PCC Planks,11267475.8736,18144.0,35589801.16604713,78.87233111505928,223.3242246126632,Residential,53.68,11,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,6
1023,4728.616141704752,Composite Rolled Steel with Metal Decking,11770712.5258,18144.0,34396729.65317064,82.39498768064716,244.078748124329,Residential,53.2224,11,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,6
1024,4921.125551301723,Composite Cell Beams with Metal Decking,12719770.2309,18144.0,34311541.3772861,89.03839161618292,255.1336220768075,Residential,51.42235999999999,11,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,6
1025,3840.788511026804,Steel Frame with CLT Slabs,11235412.3594,18144.0,30050029.13946335,78.6478865160854,198.7216612236276,Residential,53.163,11,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,6
1026,3795.55154823326,"CLT, Glulam and Steel Column Hybrid",11060528.2316,18144.0,30351139.952240743,77.4236976215013,195.6522419945664,Residential,54.065,11,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,6
1027,59088.22686675261,RC Flat Slab,90346629.6055,209088.0,348500476.0836559,632.4264072381894,257.5669220434703,Education,60.84,12,C32/40 - 25% GGBS,No,No,PC Cladding,11
1028,43512.46356159107,PT RC Flat Slab,97817462.7464,209088.0,267863826.40782937,684.7222392245135,189.9097482145105,Education,59.64000000000001,12,C32/40 - 25% GGBS,No,No,PC Cladding,11
1029,48576.32469666495,RC Rib Slab,92537718.4521,209088.0,285698545.370403,647.7640291644509,212.42917174659829,Education,66.0,12,C32/40 - 25% GGBS,No,No,PC Cladding,11
1030,52925.05929092392,Two-way RC Slab,86953429.1902,209088.0,292371241.71290267,608.6740043316291,232.46299837369617,Education,65.10000000000001,12,C32/40 - 25% GGBS,No,No,PC Cladding,11
1031,57663.110007845,One-Way Spanning RC,91027387.4763,209088.0,345799439.604546,637.1917123340222,250.9781979875422,Education,66.60000000000001,12,C32/40 - 25% GGBS,No,No,PC Cladding,11
1032,45064.62662638825,Precast Hollowcore with In-situ RC Beams,77683871.5684,209088.0,264622515.1391748,543.7871009787428,196.9469538573421,Education,62.7,12,C32/40 - 25% GGBS,No,No,PC Cladding,11
1033,47165.03676461778,Non-Composite Rolled Steel with PCC Planks,117725238.9991,209088.0,220252825.36903223,824.0766729933765,212.01877066567337,Education,71.2248,12,C32/40 - 25% GGBS,No,No,PC Cladding,11
1034,43519.4358421993,Composite Rolled Steel with Metal Decking,123815603.2721,209088.0,151992986.87443995,866.7092229046372,200.5955964281594,Education,67.8108,12,C32/40 - 25% GGBS,No,No,PC Cladding,11
1035,46902.400901503774,Composite Cell Beams with Metal Decking,141403012.9888,209088.0,154898425.85294747,989.8210909219156,217.11447087970583,Education,68.12375999999999,12,C32/40 - 25% GGBS,No,No,PC Cladding,11
1036,37069.81765639678,Steel Frame with CLT Slabs,127900752.6409,209088.0,98355941.4256571,895.3052684862457,173.82559374175696,Education,68.196,12,C32/40 - 25% GGBS,No,No,PC Cladding,11
1037,30451.03856273348,"CLT, Glulam and Steel Column Hybrid",145720433.9284,209088.0,103549146.90756188,1020.0430374989452,141.87700764660326,Education,76.32000000000001,12,C32/40 - 25% GGBS,No,No,PC Cladding,11
1038,57981.038383513536,Steel Frame with CLT Slabs,156683459.829,189000.0,173055734.5618954,1096.784218803322,296.4698979434393,Office,170.49,30,C32/40 - CEM I (OPC),No,No,Curtain Walling,7
1039,62601.26506906258,RC Flat Slab,100180119.5912,277200.0,365872254.85651344,701.2608371380579,206.01309331320448,Residential,65.38,14,C32/40 - 25% GGBS,No,Yes,Timber Cladding,10
1040,48735.62290605156,PT RC Flat Slab,107157084.1244,277200.0,302754127.3879306,750.0995888704849,160.13140655205763,Residential,64.4,14,C32/40 - 25% GGBS,No,Yes,Timber Cladding,10
1041,51890.87913710767,RC Rib Slab,103713876.8811,277200.0,308885488.839486,725.9971381675884,171.04189698229732,Residential,70.7,14,C32/40 - 25% GGBS,No,Yes,Timber Cladding,10
1042,51482.89675588401,Two-way RC Slab,87385036.6781,277200.0,291475762.7448792,611.6952567467526,170.2038435174658,Residential,70.35000000000001,14,C32/40 - 25% GGBS,No,Yes,Timber Cladding,10
1043,60158.10890786327,One-Way Spanning RC,98283668.5603,277200.0,365774293.77923167,687.9856799219693,197.16022079928632,Residential,71.4,14,C32/40 - 25% GGBS,No,Yes,Timber Cladding,10
1044,50343.785259264274,Precast Hollowcore with In-situ RC Beams,89606208.1096,277200.0,298165327.31004786,627.2434567671797,165.799109970151,Residential,66.85000000000001,14,C32/40 - 25% GGBS,No,Yes,Timber Cladding,10
1045,52403.23782227703,Non-Composite Rolled Steel with PCC Planks,143627733.5385,277200.0,228782473.65089175,1005.3941347697928,178.9077291797374,Residential,72.82939999999999,14,C32/40 - 25% GGBS,No,Yes,Timber Cladding,10
1046,50949.93659297666,Composite Rolled Steel with Metal Decking,139402034.0216,277200.0,185371034.4657972,975.814238150984,176.40741853948143,Residential,72.275,14,C32/40 - 25% GGBS,No,Yes,Timber Cladding,10
1047,53880.176724745244,Composite Cell Beams with Metal Decking,154996875.8743,277200.0,187940910.8871077,1084.9781311197569,187.20533068493907,Residential,72.78683999999998,14,C32/40 - 25% GGBS,No,Yes,Timber Cladding,10
1048,38716.27854632585,Steel Frame with CLT Slabs,131756964.9963,277200.0,115614726.82937928,922.298754974158,135.97312636282308,Residential,72.87,14,C32/40 - 25% GGBS,No,Yes,Timber Cladding,10
1049,33714.10273637883,"CLT, Glulam and Steel Column Hybrid",158783378.3014,277200.0,118818716.23609108,1111.4836481100142,118.06135623903636,Residential,78.33000000000001,14,C32/40 - 25% GGBS,No,Yes,Timber Cladding,10
1050,7237.736468039256,RC Flat Slab,15244561.0842,21384.0,52871581.6851523,106.7119275892856,300.9480746255978,Residential,84.87,18,C32/40 - 50% GGBS,No,No,PC Cladding,6
1051,5948.685042393908,PT RC Flat Slab,15646516.9097,21384.0,44095257.066532746,109.5256183675942,247.75873179315164,Residential,83.42999999999999,18,C32/40 - 50% GGBS,No,No,PC Cladding,6
1052,5657.459784555061,RC Rib Slab,15512348.108,21384.0,41499595.701518975,108.58643675593946,236.26654414292983,Residential,92.7,18,C32/40 - 50% GGBS,No,No,PC Cladding,6
1053,5786.232941926751,One-Way Spanning RC,15032230.9141,21384.0,42039856.44476099,105.22561639845895,241.57162138556447,Residential,92.7,18,C32/40 - 50% GGBS,No,No,PC Cladding,6
1054,6300.767812515878,Precast Hollowcore with In-situ RC Beams,14481753.1265,21384.0,43218939.43239667,101.37227188554718,264.6158519702005,Residential,85.05000000000001,18,C32/40 - 50% GGBS,No,No,PC Cladding,6
1055,7485.788104905549,Non-Composite Rolled Steel with PCC Planks,20345851.7848,21384.0,42609261.25390449,142.42096249366165,322.41776106840695,Residential,92.9844,18,C32/40 - 50% GGBS,No,No,PC Cladding,6
